observation,tempC_7to8,tempC_1to2,tempC_6to7,humidity_7to8,humidity_1to2,humidity_6to7,windspeedKmph_7to8,windspeedKmph_1to2,windspeedKmph_6to7,pressureMB_7to8,pressureMB_1to2,pressureMB_6to7,precipMM_7to8,precipMM_1to2,precipMM_6to7,weatherDesc_7to8,weatherDesc_1to2,weatherDesc_6to7
2012-01-11,18,25,17,32,21,34,11,12,10,1018,1015,1016,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-12,18,25,17,32,18,28,11,11,10,1018,1015,1016,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-13,18,26,17,29,20,35,12,8,8,1019,1014,1015,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-14,19,28,19,33,20,40,9,6,2,1017,1013,1015,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-15,23,30,20,27,19,36,4,5,6,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-16,24,28,18,28,15,44,3,13,8,1013,1010,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-17,22,28,18,51,26,63,5,16,8,1012,1009,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-18,19,25,16,61,27,60,9,16,8,1012,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-20,19,28,17,51,22,36,6,5,8,1014,1012,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-21,18,28,19,36,19,45,12,7,3,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-22,21,28,18,40,29,62,7,9,9,1014,1012,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-23,23,28,18,47,22,40,5,10,9,1015,1012,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-24,23,29,20,33,20,40,4,6,8,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-25,23,29,20,33,26,48,5,9,10,1013,1010,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-26,21,28,20,47,25,41,4,4,8,1015,1012,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-27,21,29,20,40,25,48,7,6,7,1014,1011,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-28,22,27,17,43,16,30,6,14,9,1013,1010,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-29,20,27,17,31,12,30,5,7,6,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-30,20,29,20,34,21,43,9,6,6,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-01-31,22,30,22,49,24,42,9,5,8,1015,1013,1014,0.0,0.0,0.0,Clear,Partly cloudy,Sunny
2012-02-01,21,28,21,52,28,45,13,11,9,1017,1014,1015,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-02,23,33,23,43,21,38,7,3,4,1017,1013,1015,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-03,23,32,23,34,19,38,9,5,1,1017,1013,1015,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-04,26,31,21,28,21,48,4,9,10,1015,1011,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-05,25,32,22,40,21,41,4,6,8,1015,1012,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-06,25,31,21,38,22,45,7,11,10,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-07,23,28,18,35,23,34,4,18,10,1013,1011,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-08,17,26,15,19,5,12,5,10,10,1016,1012,1014,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-09,16,29,17,13,8,15,9,6,10,1015,1012,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-10,19,31,19,17,10,20,9,8,10,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-11,21,32,22,20,16,34,11,7,4,1013,1010,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-12,26,32,21,25,15,30,3,7,9,1013,1009,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-13,25,32,22,22,14,41,3,9,9,1014,1011,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-14,26,32,21,37,16,35,2,10,10,1014,1011,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-15,25,30,19,25,13,28,5,15,9,1013,1010,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-16,23,28,19,24,12,19,3,10,8,1013,1010,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-17,22,32,23,18,12,27,9,7,4,1014,1011,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-18,25,34,24,31,18,34,8,5,3,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-19,26,35,25,28,17,29,8,3,6,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-20,28,35,25,26,12,22,5,7,8,1014,1010,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-21,29,36,25,19,10,17,4,8,11,1013,1009,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-23,28,36,25,20,11,24,5,5,9,1013,1009,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-24,28,36,24,20,11,20,5,5,9,1012,1009,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-25,28,37,25,18,11,19,7,4,11,1011,1007,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-26,27,38,26,18,10,20,8,4,6,1011,1007,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-27,30,36,24,16,9,21,4,9,10,1011,1007,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-28,27,33,22,16,9,23,8,18,9,1010,1006,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-02-29,26,32,21,14,12,42,3,15,10,1009,1006,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-01,23,30,20,29,14,40,8,15,9,1011,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-02,23,30,20,34,24,57,5,14,10,1011,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-03,25,33,24,44,18,38,2,7,7,1011,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-04,28,35,26,30,12,25,3,8,6,1012,1008,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-05,30,37,25,21,10,24,4,6,10,1011,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-06,27,33,22,25,11,23,9,20,8,1011,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-07,25,32,21,43,16,47,7,15,10,1010,1006,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-08,23,29,20,37,24,41,8,15,10,1010,1007,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-09,24,30,21,28,13,17,2,9,10,1011,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-10,24,34,24,9,7,16,9,3,4,1011,1008,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-11,26,33,23,11,11,24,10,14,10,1010,1006,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-12,26,32,22,20,14,26,3,13,10,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-13,25,33,24,21,9,18,6,10,9,1016,1013,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-14,26,37,26,16,7,14,10,6,5,1016,1012,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-15,29,39,27,11,7,17,7,2,5,1014,1011,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-16,32,39,28,11,8,19,5,3,8,1014,1010,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-17,31,37,27,16,10,21,4,10,10,1013,1010,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-18,31,36,26,14,8,16,3,12,10,1014,1010,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-19,31,37,26,11,7,20,4,11,10,1014,1010,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-20,32,39,28,12,7,18,4,8,10,1012,1009,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-21,32,37,26,17,6,12,4,14,10,1012,1008,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-22,31,40,28,7,5,9,4,5,9,1012,1009,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-23,32,40,29,8,7,12,8,5,8,1013,1009,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-24,33,39,29,9,6,10,6,6,9,1013,1010,1011,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-25,33,40,28,7,5,10,7,5,9,1013,1009,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-26,33,40,29,8,6,11,5,2,6,1013,1009,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-28,32,39,30,15,9,19,8,6,6,1014,1011,1013,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-29,33,37,28,16,11,18,7,12,10,1014,1010,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-30,32,36,27,19,10,27,7,16,10,1012,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-03-31,31,38,29,27,14,30,5,7,10,1013,1009,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-01,34,40,33,21,12,20,4,5,5,1012,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-02,35,40,32,17,11,18,7,5,7,1011,1008,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-03,33,38,30,26,16,31,6,8,11,1013,1010,1012,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-04,32,38,29,27,13,33,7,16,10,1013,1009,1010,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-05,31,37,28,35,15,31,9,19,10,1012,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-06,30,36,26,27,12,30,10,16,10,1011,1007,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-07,31,36,28,25,17,35,5,11,11,1010,1007,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-08,34,39,29,23,13,29,4,9,10,1010,1006,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-09,33,38,29,19,13,31,6,14,9,1010,1007,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-10,31,38,29,26,15,33,7,17,10,1011,1007,1008,0.0,0.0,0.0,Partly cloudy,Sunny,Sunny
2012-04-11,31,37,29,32,17,31,8,16,10,1010,1006,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-12,30,36,27,27,18,39,10,19,13,1009,1006,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-13,29,36,28,35,17,35,9,19,10,1010,1007,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-14,32,38,30,22,11,24,2,10,11,1010,1007,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-15,33,37,30,21,14,22,7,8,11,1011,1007,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-16,34,36,30,23,19,27,3,14,10,1010,1006,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-17,31,36,30,33,16,24,7,15,11,1008,1005,1006,0.0,0.0,0.0,Partly cloudy,Sunny,Sunny
2012-04-18,30,37,30,32,16,25,7,15,11,1009,1006,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-19,33,36,29,21,18,38,4,10,12,1009,1006,1009,0.0,0.0,0.3,Clear,Sunny,Patchy rain possible
2012-04-20,28,35,29,42,26,40,9,6,9,1012,1009,1009,0.1,0.2,0.5,Patchy rain possible,Light rain shower,Patchy rain possible
2012-04-21,32,36,30,30,22,38,4,6,8,1011,1008,1008,0.0,0.0,0.6,Clear,Sunny,Patchy rain possible
2012-04-22,32,38,30,31,17,31,6,7,15,1008,1004,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-23,32,36,28,30,13,26,4,15,10,1008,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-24,29,36,28,44,19,30,7,14,11,1010,1006,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-25,31,36,29,36,17,28,6,15,12,1009,1006,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-26,32,37,29,24,13,18,8,16,11,1009,1006,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-27,32,36,29,22,12,21,9,17,12,1010,1006,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-28,32,36,29,24,13,19,9,15,13,1008,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-04-29,31,37,29,26,12,27,9,15,11,1007,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-01,31,36,28,31,14,29,10,18,11,1007,1005,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-02,30,36,28,27,15,37,11,17,10,1010,1006,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-03,31,37,29,30,17,44,7,14,13,1008,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-04,30,36,27,36,22,54,11,20,15,1007,1004,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-05,29,35,26,47,24,62,9,16,16,1008,1006,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-06,28,35,26,51,25,61,12,17,15,1010,1008,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-07,29,37,29,48,21,53,7,9,13,1010,1006,1007,0.0,0.0,0.1,Clear,Sunny,Sunny
2012-05-08,31,37,30,43,22,44,5,11,12,1009,1006,1007,0.0,0.0,0.3,Clear,Sunny,Sunny
2012-05-09,31,35,30,43,28,46,7,12,12,1010,1007,1008,0.0,0.0,0.0,Clear,Patchy rain possible,Sunny
2012-05-10,30,37,30,50,22,44,11,11,13,1011,1007,1009,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-11,31,34,29,47,32,47,9,11,9,1010,1006,1006,0.0,0.0,0.9,Clear,Partly cloudy,Patchy rain possible
2012-05-12,30,35,28,46,30,50,8,12,12,1008,1005,1007,0.0,0.3,0.2,Clear,Patchy rain possible,Sunny
2012-05-13,29,35,27,47,22,58,9,13,14,1009,1006,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-14,30,36,29,46,21,39,8,15,13,1009,1006,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-15,31,37,30,40,18,28,8,15,11,1010,1007,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-16,32,37,29,34,14,38,10,18,12,1009,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-17,30,37,30,38,17,40,10,13,13,1008,1005,1005,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-18,30,37,30,40,19,38,10,13,13,1010,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-19,32,37,30,38,18,33,7,16,12,1010,1006,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-20,31,38,29,39,18,51,7,15,14,1009,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-21,31,37,29,41,21,44,9,17,12,1008,1005,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-22,30,37,28,46,21,53,8,18,14,1009,1005,1008,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-23,29,37,29,50,21,54,12,17,14,1009,1005,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-24,30,37,29,49,21,52,13,19,14,1008,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-25,30,37,29,50,22,47,13,20,13,1007,1004,1005,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-26,30,37,29,49,23,47,15,20,13,1008,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-27,30,36,29,50,25,47,13,20,13,1008,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-28,29,36,29,52,29,50,13,19,13,1008,1005,1006,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-29,29,37,29,51,27,44,13,17,12,1009,1005,1007,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-30,29,35,28,55,30,49,14,19,13,1008,1005,1005,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-05-31,28,34,27,56,32,57,16,19,14,1006,1003,1004,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-06-01,28,35,27,60,30,59,18,19,15,1006,1003,1005,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-06-02,28,34,28,63,35,63,17,21,15,1007,1003,1004,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-06-04,29,35,28,59,34,61,13,18,17,1005,1002,1004,0.0,0.0,0.0,Clear,Sunny,Sunny
2012-06-05,29,32,27,57,46,68,10,18,15,1005,1002,1003,0.0,0.0,0.0,Clear,Partly cloudy,Partly cloudy
2012-06-06,25,29,26,75,53,69,10,10,9,1005,1003,1004,0.0,0.0,0.1,Clear,Sunny,Light rain shower
2012-06-07,28,34,28,65,36,64,9,12,15,1005,1002,1004,0.0,0.2,0.2,Patchy rain possible,Patchy rain possible,Patchy rain possible
2012-06-08,29,32,27,59,48,68,8,13,15,1006,1004,1006,0.0,1.5,0.5,Partly cloudy,Moderate or heavy rain shower,Patchy rain possible
2012-06-09,27,27,25,64,66,79,13,14,10,1008,1006,1007,0.0,0.6,2.0,Clear,Moderate or heavy rain shower,Moderate rain at times
2012-06-10,27,31,26,66,49,69,15,20,17,1007,1004,1005,0.0,0.1,0.0,Clear,Patchy rain possible,Sunny
2012-06-11,28,32,28,63,50,67,10,12,9,1004,1001,1003,0.0,0.2,0.4,Clear,Light rain shower,Patchy rain possible
2012-06-12,31,36,28,55,35,67,6,5,13,1002,999,1001,0.0,0.3,1.3,Clear,Patchy rain possible,Moderate or heavy rain shower
2012-06-13,29,31,26,66,59,79,5,8,10,1004,1001,1004,0.0,1.3,1.6,Partly cloudy,Moderate or heavy rain shower,Moderate or heavy rain shower
2012-06-14,28,33,28,64,46,70,8,15,13,1005,1003,1005,0.0,0.0,1.2,Clear,Sunny,Moderate or heavy rain shower
2012-06-15,28,32,27,65,51,71,12,15,16,1005,1002,1005,0.0,0.2,0.0,Cloudy,Patchy rain possible,Partly cloudy
2012-06-16,26,31,26,73,53,73,18,22,19,1003,1001,1004,0.0,0.0,0.0,Cloudy,Partly cloudy,Cloudy
2012-06-17,27,30,26,70,54,74,13,22,19,1003,1001,1002,0.0,0.0,0.0,Cloudy,Light rain shower,Partly cloudy
2012-06-18,27,30,25,73,57,79,18,23,18,1004,1002,1005,0.1,0.0,0.1,Light rain shower,Light rain shower,Light rain shower
2012-06-19,27,30,25,72,58,81,22,26,22,1005,1003,1004,0.1,0.0,0.1,Light rain shower,Light rain shower,Light rain shower
2012-06-20,26,29,25,71,58,79,21,24,18,1005,1003,1005,0.0,0.2,0.1,Light rain shower,Light rain shower,Light rain shower
2012-06-21,26,31,26,72,51,77,19,23,19,1005,1003,1004,0.0,0.0,0.0,Patchy light drizzle,Partly cloudy,Cloudy
2012-06-22,27,29,25,69,59,79,17,19,17,1006,1004,1006,0.0,0.0,0.0,Light rain shower,Partly cloudy,Partly cloudy
2012-06-23,27,31,25,68,50,76,15,21,17,1006,1003,1004,0.0,0.0,0.0,Partly cloudy,Patchy rain possible,Partly cloudy
2012-06-24,26,30,25,73,59,79,16,23,18,1003,1002,1004,0.1,0.1,0.1,Patchy light drizzle,Patchy rain possible,Light rain shower
2012-06-25,27,31,26,70,52,78,18,23,19,1005,1004,1006,0.0,0.0,0.0,Light rain shower,Patchy rain possible,Cloudy
2012-06-26,26,31,25,73,49,78,17,24,18,1006,1004,1006,0.1,0.0,0.0,Light drizzle,Partly cloudy,Partly cloudy
2012-06-27,25,31,25,73,52,78,14,21,15,1006,1004,1005,0.0,0.1,0.0,Light drizzle,Patchy rain possible,Partly cloudy
2012-06-28,27,30,25,67,55,77,11,16,13,1006,1004,1005,0.0,0.8,0.0,Partly cloudy,Moderate or heavy rain shower,Partly cloudy
2012-06-29,27,30,26,67,56,78,9,14,12,1006,1002,1005,0.0,0.7,0.9,Partly cloudy,Moderate or heavy rain shower,Light rain shower
2012-06-30,27,30,26,66,56,75,8,13,14,1004,1001,1002,0.0,0.8,0.0,Partly cloudy,Moderate or heavy rain shower,Cloudy
2012-07-01,28,30,25,66,58,80,5,8,10,1002,999,1001,0.0,0.0,1.6,Cloudy,Partly cloudy,Moderate or heavy rain shower
2012-07-02,26,32,27,75,49,74,5,3,9,1001,999,1000,0.0,0.1,1.9,Patchy light drizzle,Patchy rain possible,Moderate or heavy rain shower
2012-07-03,28,33,27,70,52,79,5,6,10,1000,996,998,0.0,0.2,0.2,Cloudy,Patchy rain possible,Patchy light drizzle
2012-07-04,25,26,23,80,78,88,18,20,16,999,999,1001,0.2,0.1,0.4,Patchy light rain,Light rain shower,Patchy light rain
2012-07-05,26,27,26,70,69,71,14,22,19,1002,1002,1001,0.0,0.1,0.3,Clear,Light rain shower,Light rain shower
2012-07-06,26,28,26,75,66,76,12,22,20,1004,1002,1002,0.0,0.3,0.8,Cloudy,Light rain shower,Light rain shower
2012-07-08,26,29,25,75,64,83,16,21,14,1002,1001,1002,0.0,0.2,0.2,Cloudy,Patchy rain possible,Light rain shower
2012-07-09,26,29,25,74,63,83,13,18,13,1002,1001,1003,0.0,0.2,0.0,Partly cloudy,Light rain shower,Partly cloudy
2012-07-10,26,30,25,73,57,79,14,18,14,1003,1001,1003,0.0,0.2,0.1,Partly cloudy,Light rain shower,Patchy rain possible
2012-07-11,27,31,26,70,55,78,12,16,14,1004,1002,1003,0.0,0.3,0.2,Partly cloudy,Light rain shower,Light rain shower
2012-07-12,27,31,26,69,54,75,12,19,17,1005,1003,1004,0.0,0.1,0.0,Partly cloudy,Light rain shower,Partly cloudy
2012-07-13,27,30,25,68,60,82,14,21,17,1006,1004,1005,0.0,0.3,0.1,Partly cloudy,Patchy rain possible,Light rain shower
2012-07-14,26,29,24,74,60,83,14,20,14,1005,1004,1004,0.0,0.2,0.1,Cloudy,Patchy rain possible,Light rain shower
2012-07-15,24,29,24,81,61,83,13,19,13,1005,1004,1005,0.0,0.2,0.0,Light drizzle,Light rain shower,Partly cloudy
2012-07-16,26,30,25,71,54,80,11,17,13,1006,1005,1006,0.0,0.4,0.0,Partly cloudy,Patchy rain possible,Partly cloudy
2012-07-17,27,31,25,66,50,78,11,20,16,1007,1005,1006,0.0,0.0,0.3,Partly cloudy,Patchy rain possible,Patchy rain possible
2012-07-18,26,28,24,76,68,85,15,21,18,1006,1005,1005,0.1,0.3,0.5,Light rain shower,Light rain shower,Light rain shower
2012-07-19,24,25,23,85,82,90,21,24,16,1005,1003,1004,0.6,0.4,0.5,Moderate rain,Light rain shower,Light rain shower
2012-07-20,24,27,24,85,77,90,15,17,13,1004,1002,1003,0.1,0.1,0.2,Light drizzle,Light rain shower,Light drizzle
2012-07-21,25,28,25,81,72,88,14,18,16,1004,1003,1004,0.1,0.1,0.2,Light rain shower,Light rain shower,Light drizzle
2012-07-22,25,26,24,84,78,89,16,17,15,1005,1003,1004,0.0,0.1,0.6,Light drizzle,Light rain shower,Light rain
2012-07-23,23,24,23,90,85,91,18,21,16,1003,1001,1003,0.7,0.2,0.5,Moderate rain,Light rain shower,Light rain shower
2012-07-24,23,26,23,88,76,91,16,21,16,1003,1002,1003,0.4,0.2,0.7,Light rain,Light rain shower,Light rain shower
2012-07-25,24,24,23,81,84,91,18,17,17,1005,1003,1004,0.0,0.2,0.4,Cloudy,Light rain shower,Light rain shower
2012-07-26,24,24,23,86,85,92,18,21,18,1005,1003,1003,0.2,0.5,0.4,Light rain shower,Light rain,Light rain
2012-07-27,23,26,23,88,76,90,15,20,19,1003,1001,1003,0.0,0.2,0.1,Light drizzle,Light rain shower,Light drizzle
2012-07-28,23,23,23,91,89,95,16,17,15,1004,1003,1004,0.9,0.4,0.3,Moderate rain,Light rain,Light drizzle
2012-07-29,23,24,23,88,86,87,18,17,16,1005,1005,1005,0.1,0.4,0.7,Light drizzle,Light rain,Light rain
2012-07-30,24,24,22,84,81,93,16,19,16,1005,1005,1005,0.1,0.4,1.7,Patchy light drizzle,Light rain shower,Moderate rain
2012-07-31,23,23,22,89,85,94,18,22,14,1005,1004,1005,0.5,0.4,0.8,Light rain,Light rain shower,Light rain shower
2012-08-01,23,26,22,87,73,90,17,22,18,1006,1005,1007,0.4,0.2,0.4,Light rain shower,Light rain shower,Light rain shower
2012-08-02,23,24,22,87,84,94,16,20,17,1007,1006,1006,0.1,0.4,2.9,Light rain shower,Light rain shower,Moderate rain
2012-08-03,23,25,23,89,78,92,21,25,19,1005,1003,1003,0.1,0.1,0.3,Light rain shower,Light rain shower,Light drizzle
2012-08-04,24,25,22,85,80,94,19,21,16,1003,1003,1004,0.0,0.1,0.4,Light drizzle,Light rain shower,Light rain shower
2012-08-05,24,26,23,86,76,90,17,21,15,1004,1003,1005,0.1,0.3,0.4,Light drizzle,Light rain shower,Light rain shower
2012-08-06,24,24,23,87,83,92,14,18,16,1005,1003,1004,0.2,0.1,0.1,Light rain,Light rain shower,Light rain shower
2012-08-07,23,24,23,89,84,89,15,18,16,1005,1003,1003,0.4,0.1,0.4,Light rain,Light rain shower,Light rain shower
2012-08-08,23,25,22,87,81,92,14,17,13,1005,1004,1006,0.1,0.2,0.4,Moderate rain at times,Moderate rain at times,Light rain shower
2012-08-09,24,24,22,83,84,94,20,20,19,1006,1003,1004,0.1,0.3,0.8,Light rain shower,Light rain shower,Light rain shower
2012-08-11,23,24,23,91,88,91,16,16,17,1004,1003,1003,0.4,0.6,1.7,Light rain,Moderate rain,Moderate rain
2012-08-12,23,23,22,90,91,95,18,17,14,1005,1003,1004,0.1,0.4,0.3,Light drizzle,Light rain,Light drizzle
2012-08-13,23,24,22,89,84,94,17,19,14,1005,1004,1004,0.2,0.4,0.8,Light drizzle,Light rain shower,Light rain
2012-08-14,23,23,22,88,89,95,18,16,13,1006,1005,1005,0.1,0.2,0.2,Light drizzle,Light rain shower,Light drizzle
2012-08-15,23,26,22,88,77,92,16,19,13,1007,1006,1007,0.1,0.1,0.0,Patchy light drizzle,Light rain shower,Cloudy
2012-08-16,23,27,23,85,71,91,15,18,13,1007,1005,1007,0.0,0.1,0.0,Light rain shower,Light rain shower,Overcast
2012-08-17,24,27,22,81,71,92,14,18,13,1008,1005,1008,0.0,0.2,0.0,Cloudy,Light rain shower,Cloudy
2012-08-18,23,25,22,84,81,94,14,16,12,1007,1005,1006,0.1,0.2,0.2,Patchy light drizzle,Light rain shower,Light drizzle
2012-08-19,22,24,22,95,89,95,11,15,13,1005,1003,1004,0.8,0.3,0.0,Moderate rain,Light rain shower,Cloudy
2012-08-20,23,25,22,88,82,94,13,16,13,1005,1003,1005,0.2,0.1,0.0,Light rain,Light drizzle,Cloudy
2012-08-21,24,27,23,83,71,90,13,20,12,1006,1005,1006,0.0,0.2,0.0,Cloudy,Light rain shower,Cloudy
2012-08-22,24,28,23,76,67,91,12,16,12,1007,1005,1006,0.0,0.2,0.0,Partly cloudy,Patchy rain possible,Cloudy
2012-08-23,25,29,23,75,63,91,11,17,11,1008,1006,1008,0.0,0.1,0.0,Partly cloudy,Patchy rain possible,Cloudy
