observation,tempC_7to8,tempC_1to2,tempC_6to7,tempC_avg,humidity_7to8,humidity_1to2,humidity_6to7,humidity_avg,windspeedKmph_7to8,windspeedKmph_1to2,windspeedKmph_6to7,windspeedKmph_avg,pressureMB_7to8,pressureMB_1to2,pressureMB_6to7,pressureMB_avg,precipMM_7to8,precipMM_1to2,precipMM_6to7,precipMM_avg,weatherDesc_7to8,weatherDesc_1to2,weatherDesc_6to7,%_soil_moisure,soil_pH,water_pH,water_TDS_mgpl
2018-06-06,30,35,30,31,53,38,51,47,21,24,21,22,1007,1005,1005,1005,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,32,6.67,7.63,1709.0
2018-06-07,30,32,27,29,56,50,73,59,22,28,25,25,1005,1003,1002,1003,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,6.51,8.37,1708.0
2018-06-08,29,33,28,30,66,49,69,61,18,21,27,22,1003,1000,1000,1001,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,35,7.45,6.99,1710.0
2018-06-09,28,32,27,29,68,52,75,65,29,31,30,30,1001,1000,1000,1000,0.0,0.0,0.1,0.03333333333333333,Light rain shower,Partly cloudy,Light rain shower,34,7.48,6.87,1709.0
2018-06-10,27,31,27,28,74,59,77,70,25,31,31,29,1002,1001,1002,1001,0.1,0.1,0.1,0.1,Light rain shower,Light rain shower,Light rain shower,34,7.14,7.7,1709.0
2018-06-11,28,31,27,28,71,59,76,68,28,36,36,33,1003,1001,1001,1001,0.1,0.1,0.0,0.06666666666666667,Light rain shower,Patchy rain possible,Partly cloudy,31,7.23,7.48,1710.0
2018-06-12,28,32,27,29,68,54,74,65,32,37,34,34,1003,1001,1002,1002,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,32,7.46,8.25,1709.0
2018-06-13,28,32,27,29,68,55,74,65,31,34,30,31,1003,1002,1004,1003,0.0,0.0,0.0,0.0,Partly cloudy,Sunny,Partly cloudy,35,7.3,7.27,1708.0
2018-06-14,29,32,27,29,63,52,70,61,28,32,24,28,1005,1004,1005,1004,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,33,7.22,8.4,1709.0
2018-06-15,28,32,27,29,67,49,69,61,24,30,27,27,1006,1005,1006,1005,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,33,7.19,6.83,1631.15
2018-06-16,27,30,26,27,66,51,70,62,24,29,26,26,1007,1006,1007,1006,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,30,7.38,8.42,1710.0
2018-06-17,26,29,26,27,70,63,73,68,24,25,23,24,1007,1005,1005,1005,0.0,0.6,0.2,0.26666666666666666,Partly cloudy,Moderate or heavy rain shower,Light rain shower,32,7.29,7.92,1707.0
2018-06-18,28,31,27,28,61,55,74,63,14,19,24,19,1005,1003,1004,1004,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,34,6.53,7.42,1710.0
2018-06-19,28,32,28,29,70,53,74,65,15,20,21,18,1005,1003,1003,1003,0.0,0.0,0.0,0.0,Partly cloudy,Patchy light rain with thunder,Clear,34,6.56,6.73,1709.0
2018-06-21,28,31,27,28,68,57,78,67,10,19,22,17,1005,1003,1004,1004,0.5,1.0,3.2,1.5666666666666667,Light rain shower,Moderate or heavy rain shower,Moderate or heavy rain shower,33,7.29,8.15,1710.0
2018-06-22,26,29,26,27,78,64,81,74,18,23,21,20,1005,1003,1003,1003,0.1,1.0,3.3,1.4666666666666666,Light rain shower,Moderate or heavy rain shower,Torrential rain shower,34,6.64,7.24,1710.0
2018-06-23,26,28,25,26,78,69,83,76,17,21,18,18,1005,1003,1004,1004,0.0,0.9,0.3,0.4,Light rain shower,Moderate or heavy rain shower,Light rain shower,31,7.17,7.69,1707.0
2018-06-24,24,25,24,24,84,81,89,84,14,23,26,21,1005,1003,1004,1004,0.2,0.1,0.6,0.3,Light rain shower,Light rain shower,Light rain,35,7.41,7.08,1709.0
2018-06-25,23,24,24,23,88,84,82,84,19,27,24,23,1004,1002,1002,1002,1.0,0.4,0.4,0.6,Moderate or heavy rain shower,Patchy light rain,Light rain shower,31,6.56,8.39,1707.0
2018-06-26,25,25,24,24,81,80,85,82,27,23,26,25,1002,1001,1002,1001,0.1,0.2,0.1,0.13333333333333333,Light rain shower,Light rain shower,Light rain shower,30,7.0,8.5,1708.0
2018-06-27,25,28,25,26,79,66,81,75,22,25,24,23,1002,1001,1001,1001,0.1,0.1,0.3,0.16666666666666666,Light rain shower,Light rain shower,Light rain shower,35,7.45,8.1,1707.0
2018-06-28,26,28,25,26,75,64,75,71,21,23,18,20,1002,1001,1002,1001,0.0,0.5,0.0,0.16666666666666666,Partly cloudy,Patchy rain possible,Partly cloudy,35,7.44,6.74,1710.0
2018-06-29,26,30,26,27,70,57,75,67,15,24,21,20,1003,1002,1003,1002,0.0,0.2,0.0,0.06666666666666667,Partly cloudy,Patchy rain possible,Partly cloudy,33,7.19,7.42,1707.0
2018-06-30,27,30,26,27,68,56,75,66,15,21,23,19,1005,1004,1005,1004,0.0,0.1,0.1,0.06666666666666667,Sunny,Patchy rain possible,Clear,31,7.4,8.38,1631.15
2018-07-01,27,31,27,28,65,52,73,63,13,21,22,18,1006,1004,1005,1005,0.0,0.1,0.0,0.03333333333333333,Sunny,Patchy rain possible,Clear,47,6.57,7.4,1710.0
2018-07-02,27,30,25,27,70,61,78,69,19,25,27,23,1004,1003,1004,1003,0.0,0.2,0.0,0.06666666666666667,Partly cloudy,Patchy rain possible,Partly cloudy,47,7.18,7.12,1709.0
2018-07-03,26,26,24,25,70,75,83,76,22,34,32,29,1004,1004,1005,1004,0.2,0.6,0.2,0.3333333333333333,Patchy rain possible,Moderate or heavy rain shower,Light rain shower,49,7.18,6.51,1710.0
2018-07-04,25,26,24,25,80,77,84,80,27,30,28,28,1005,1004,1005,1004,0.3,0.3,0.5,0.36666666666666664,Light rain shower,Light rain shower,Light rain shower,50,7.36,8.09,1709.0
2018-07-05,25,28,25,26,80,65,82,75,21,27,26,24,1005,1005,1005,1005,0.1,0.2,0.1,0.13333333333333333,Light rain shower,Light rain shower,Light rain shower,47,6.94,6.52,1710.0
2018-07-06,25,28,25,26,79,66,81,75,19,26,22,22,1006,1004,1004,1004,0.1,0.2,0.1,0.13333333333333333,Light rain shower,Light rain shower,Patchy rain possible,48,7.04,8.4,1707.0
2018-07-07,25,24,23,24,81,86,89,85,22,17,18,19,1004,1003,1004,1003,0.0,1.4,0.7,0.7,Light drizzle,Moderate rain,Patchy light rain,48,7.09,7.24,1710.0
2018-07-08,24,26,24,24,87,76,86,83,19,24,21,21,1004,1002,1003,1003,0.5,0.1,0.0,0.2,Light rain,Light rain shower,Cloudy,46,7.25,7.05,1707.0
2018-07-09,24,25,23,24,86,82,85,84,16,19,20,18,1003,1002,1003,1002,0.6,0.3,0.7,0.5333333333333333,Light rain shower,Light rain shower,Patchy light rain,47,6.65,6.71,1709.0
2018-07-10,24,24,23,23,89,88,91,89,19,27,22,22,1003,1002,1003,1002,0.6,0.5,2.3,1.1333333333333333,Light rain shower,Light rain,Moderate rain,47,6.57,8.17,1710.0
2018-07-11,23,24,23,23,91,89,91,90,24,24,25,24,1004,1003,1003,1003,0.5,1.4,1.8,1.2333333333333334,Light rain,Moderate rain,Moderate rain,46,7.42,6.72,1710.0
2018-07-12,23,23,23,23,88,89,90,89,25,24,24,24,1003,1002,1002,1002,0.4,0.5,0.7,0.5333333333333333,Light rain,Light rain,Light rain,47,6.79,8.28,1710.0
2018-07-13,24,25,23,24,86,80,89,85,23,25,28,25,1002,1001,1002,1001,0.4,0.0,0.2,0.2,Light rain,Patchy rain possible,Light drizzle,46,6.9,6.99,1709.0
2018-07-14,25,26,24,25,84,81,88,84,26,28,24,26,1002,1000,1000,1000,0.1,0.2,0.3,0.2,Light rain shower,Light rain shower,Light rain shower,45,6.5,8.07,1707.0
2018-07-15,24,23,24,23,92,91,92,91,21,27,32,26,1000,999,998,999,1.3,1.0,2.9,1.7333333333333334,Moderate rain,Moderate rain,Moderate or heavy rain shower,48,6.93,7.05,1628.3
2018-07-16,23,25,23,23,91,84,90,88,24,27,28,26,1001,1000,1001,1000,0.8,0.1,0.1,0.33333333333333337,Moderate or heavy rain shower,Light rain shower,Light drizzle,50,6.83,6.51,1708.0
2018-07-17,23,23,23,23,91,92,93,92,24,21,24,23,1002,1001,1002,1001,0.3,1.3,1.0,0.8666666666666667,Light rain shower,Moderate rain,Light rain,49,7.12,7.32,1710.0
2018-07-18,24,25,23,24,82,80,89,83,23,31,24,26,1003,1002,1003,1002,0.0,0.4,0.1,0.16666666666666669,Overcast,Light rain shower,Light rain shower,48,7.36,6.77,1709.0
2018-07-19,24,26,23,24,88,76,87,83,22,30,25,25,1004,1002,1003,1003,0.2,0.1,0.1,0.13333333333333333,Light rain,Light rain shower,Light rain shower,48,6.54,7.0,1709.0
2018-07-20,23,24,23,23,91,88,90,89,21,29,26,25,1003,1003,1003,1003,0.2,0.3,0.2,0.23333333333333334,Light rain,Light rain shower,Light rain shower,50,7.46,7.44,1708.0
2018-07-21,23,23,23,23,89,90,90,89,25,23,25,24,1004,1004,1005,1004,0.2,0.4,0.3,0.3,Light rain shower,Light rain,Light rain shower,45,6.56,8.12,1707.0
2018-07-22,24,25,23,24,82,81,89,84,30,30,28,29,1005,1003,1004,1004,0.0,0.4,0.2,0.2,Light rain shower,Light rain shower,Light rain shower,49,7.37,7.97,1708.0
2018-07-23,25,26,24,25,80,78,88,82,31,32,30,31,1004,1003,1003,1003,0.1,0.4,0.2,0.23333333333333334,Light rain shower,Light rain shower,Light rain shower,47,7.33,7.4,1708.0
2018-07-25,24,24,23,23,81,82,89,84,27,28,26,27,1006,1005,1006,1005,0.0,0.1,0.5,0.2,Light rain shower,Light rain shower,Light rain shower,50,6.56,7.22,1709.0
2018-07-26,24,26,24,24,82,76,86,81,33,36,32,33,1006,1005,1005,1005,0.0,0.1,0.0,0.03333333333333333,Light rain shower,Light rain shower,Overcast,45,6.66,7.24,1709.0
2018-07-27,24,25,23,24,85,83,88,85,29,30,28,29,1006,1004,1005,1005,0.0,0.1,0.1,0.06666666666666667,Light drizzle,Light rain shower,Light rain shower,47,6.78,7.21,1709.0
2018-07-28,24,27,24,25,84,73,87,81,24,26,25,25,1006,1004,1005,1005,0.0,0.1,0.1,0.06666666666666667,Overcast,Light rain shower,Light rain shower,48,6.63,7.17,1708.0
2018-07-29,25,27,24,25,81,72,86,79,25,27,24,25,1006,1005,1005,1005,0.0,0.0,0.1,0.03333333333333333,Cloudy,Light rain shower,Light rain shower,50,7.13,7.5,1708.0
2018-07-30,25,27,24,25,78,70,85,77,25,26,23,24,1005,1004,1005,1004,0.1,0.1,0.1,0.1,Light rain shower,Light rain shower,Light rain shower,46,7.46,8.14,1624.5
2018-07-31,25,28,24,25,78,68,84,76,26,27,24,25,1005,1004,1005,1004,0.0,0.1,0.1,0.06666666666666667,Light rain shower,Light rain shower,Light rain shower,50,7.33,6.9,1707.0
2018-08-01,25,27,24,25,79,73,86,79,27,30,24,27,1006,1005,1006,1005,0.1,0.1,0.1,0.1,Light rain shower,Light rain shower,Light rain shower,49,6.62,8.24,1710.0
2018-08-02,25,27,24,25,78,70,86,78,30,31,21,27,1007,1007,1008,1007,0.1,0.1,0.1,0.1,Light rain shower,Light rain shower,Light rain shower,46,6.54,7.41,1710.0
2018-08-03,25,26,23,24,77,73,85,78,29,30,25,28,1009,1007,1008,1008,0.0,0.2,0.1,0.1,Cloudy,Light rain shower,Light rain shower,45,6.63,8.16,1709.0
2018-08-04,24,25,23,24,84,78,87,83,26,27,26,26,1008,1007,1007,1007,0.1,0.1,0.1,0.1,Light drizzle,Light rain shower,Light rain shower,47,6.67,7.91,1708.0
2018-08-05,25,26,23,24,80,73,86,79,31,32,27,30,1007,1006,1007,1006,0.1,0.1,0.0,0.06666666666666667,Light rain shower,Light rain shower,Cloudy,46,6.58,6.58,1707.0
2018-08-06,24,25,23,24,82,78,86,82,33,33,30,32,1006,1005,1005,1005,0.0,0.1,0.1,0.06666666666666667,Light rain shower,Light rain shower,Light rain shower,48,7.1,8.06,1708.0
2018-08-07,24,26,23,24,81,74,87,80,27,28,25,26,1005,1003,1003,1003,0.1,0.1,0.2,0.13333333333333333,Light rain shower,Light rain shower,Light rain shower,50,7.3,7.91,1707.0
2018-08-08,24,26,24,24,83,76,88,82,25,25,22,24,1004,1002,1004,1003,0.1,0.1,0.2,0.13333333333333333,Light rain shower,Light rain shower,Light rain shower,49,6.91,7.77,1707.0
2018-08-09,24,26,23,24,83,76,88,82,22,27,23,24,1006,1006,1007,1006,0.1,0.3,0.2,0.2,Light rain shower,Light rain shower,Light rain shower,45,7.48,6.53,1707.0
2018-08-10,24,27,23,24,82,74,87,81,22,28,24,24,1009,1007,1008,1008,0.0,0.2,0.1,0.1,Light rain shower,Light rain shower,Light rain shower,49,7.18,7.67,1708.0
2018-08-11,24,26,23,24,84,78,88,83,25,30,29,28,1007,1005,1005,1005,0.1,0.1,0.1,0.1,Light rain shower,Light rain shower,Light rain shower,48,6.92,6.84,1708.0
2018-08-12,24,25,23,24,85,80,89,84,29,30,25,28,1004,1002,1002,1002,0.1,0.2,0.2,0.16666666666666669,Light rain shower,Light rain shower,Light drizzle,48,6.67,8.1,1708.0
2018-08-13,23,24,23,23,88,84,90,87,21,22,23,22,1003,1002,1003,1002,0.1,0.2,0.2,0.16666666666666669,Light rain shower,Light rain shower,Light drizzle,50,6.94,7.16,1708.0
2018-08-14,24,27,24,25,86,75,89,83,24,26,20,23,1004,1002,1003,1003,0.1,0.1,0.1,0.1,Light rain shower,Light rain shower,Light rain shower,48,7.31,6.7,1707.0
2018-08-15,24,25,24,24,84,81,90,85,20,22,21,21,1004,1003,1004,1003,0.1,0.2,0.3,0.2,Light rain shower,Light rain shower,Light drizzle,49,6.85,6.77,1633.05
2018-08-16,23,22,22,22,91,93,94,92,23,22,31,25,1003,1002,1002,1002,0.2,1.7,3.2,1.7,Light drizzle,Heavy rain,Moderate rain,48,7.43,7.48,1707.0
2018-08-17,22,22,22,22,93,93,93,93,34,28,25,29,1002,1002,1002,1002,0.7,1.0,0.2,0.6333333333333333,Moderate rain,Moderate rain,Light drizzle,47,6.72,7.78,1708.0
2018-08-18,23,24,23,23,88,85,92,88,21,27,21,23,1004,1003,1004,1003,0.0,0.2,0.1,0.1,Light rain shower,Light rain shower,Light drizzle,50,7.15,7.88,1709.0
2018-08-19,24,25,23,24,88,83,91,87,24,28,23,25,1005,1003,1005,1004,0.1,0.1,0.1,0.1,Light rain shower,Light rain shower,Light rain shower,48,6.53,6.6,1709.0
2018-08-20,23,24,22,23,91,88,92,90,21,25,25,23,1006,1005,1005,1005,0.2,0.2,0.3,0.23333333333333334,Light rain,Light rain,Light drizzle,45,6.54,6.56,1709.0
2018-08-21,22,23,22,22,92,90,94,92,22,24,20,22,1005,1005,1006,1005,0.5,0.5,0.4,0.4666666666666667,Light rain,Light rain,Light rain,45,6.72,8.18,1710.0
2018-08-22,23,25,23,23,90,83,92,88,19,27,22,22,1007,1005,1006,1006,0.1,0.2,0.1,0.13333333333333333,Light rain shower,Light rain shower,Light rain shower,45,6.76,7.79,1710.0
2018-08-23,24,25,22,23,87,81,91,86,22,25,19,22,1008,1006,1007,1007,0.1,0.1,0.0,0.06666666666666667,Light rain shower,Light rain shower,Cloudy,46,6.86,7.2,1708.0
2018-08-24,23,25,22,23,87,79,91,85,20,24,19,21,1008,1006,1007,1007,0.1,0.2,0.1,0.13333333333333333,Light drizzle,Light rain shower,Light rain shower,49,6.54,6.73,1707.0
2018-08-25,23,25,22,23,88,81,91,86,22,26,19,22,1007,1006,1007,1006,0.2,0.2,0.1,0.16666666666666669,Light rain shower,Light rain shower,Light rain shower,47,6.82,8.49,1710.0
2018-08-26,23,24,22,23,88,83,91,87,20,24,18,20,1006,1004,1005,1005,0.1,0.1,0.2,0.13333333333333333,Light rain shower,Light rain shower,Light rain shower,45,7.17,7.76,1707.0
2018-08-28,24,25,22,23,80,76,91,82,14,16,11,13,1006,1004,1006,1005,0.0,0.2,0.0,0.06666666666666667,Cloudy,Light rain shower,Partly cloudy,47,6.96,7.02,1710.0
2018-08-29,24,26,23,24,81,75,90,82,16,20,15,17,1008,1006,1008,1007,0.0,0.1,0.1,0.06666666666666667,Cloudy,Light rain shower,Patchy rain possible,49,6.75,7.55,1709.0
2018-08-30,24,27,22,24,78,70,90,79,22,27,20,23,1008,1006,1007,1007,0.0,0.1,0.0,0.03333333333333333,Partly cloudy,Patchy rain possible,Partly cloudy,46,7.14,6.89,1633.05
2018-08-31,24,26,22,24,82,75,90,82,21,24,17,20,1008,1006,1008,1007,0.0,0.1,0.1,0.06666666666666667,Overcast,Light rain shower,Light rain shower,48,7.41,6.75,1707.0
2018-09-01,24,25,22,23,81,78,91,83,20,24,18,20,1009,1007,1009,1008,0.0,0.1,0.1,0.06666666666666667,Light rain shower,Light rain shower,Light rain shower,52,7.38,6.59,1707.0
2018-09-02,23,25,22,23,83,78,90,83,21,26,19,22,1009,1007,1009,1008,0.0,0.1,0.1,0.06666666666666667,Light rain shower,Light rain shower,Light rain shower,50,7.02,6.56,1710.0
2018-09-03,23,25,22,23,85,79,92,85,21,23,18,20,1009,1008,1009,1008,0.1,0.1,0.1,0.1,Light rain shower,Light rain shower,Light rain shower,50,6.62,6.74,1710.0
2018-09-04,24,25,22,23,81,76,92,83,22,27,16,21,1010,1008,1009,1009,0.1,0.2,0.0,0.1,Light rain shower,Light rain shower,Partly cloudy,51,7.41,7.19,1708.0
2018-09-05,24,26,21,23,80,72,91,81,25,27,16,22,1010,1008,1009,1009,0.0,0.1,0.0,0.03333333333333333,Cloudy,Light rain shower,Partly cloudy,55,7.14,7.23,1710.0
2018-09-06,24,26,22,24,79,69,90,79,23,27,18,22,1009,1007,1008,1008,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,55,6.94,7.97,1708.0
2018-09-07,23,26,21,23,79,73,91,81,18,24,17,19,1009,1007,1008,1008,0.0,0.1,0.0,0.03333333333333333,Partly cloudy,Light rain shower,Partly cloudy,55,6.84,6.78,1709.0
2018-09-08,23,26,21,23,80,70,90,80,17,23,13,17,1009,1007,1009,1008,0.0,0.2,0.1,0.1,Partly cloudy,Patchy rain possible,Patchy rain possible,54,7.4,7.14,1707.0
2018-09-09,24,27,22,24,74,66,89,76,12,17,13,14,1010,1008,1010,1009,0.0,0.1,0.1,0.06666666666666667,Sunny,Patchy rain possible,Patchy rain possible,53,7.39,7.44,1707.0
2018-09-10,24,26,22,24,74,69,91,78,7,14,11,10,1013,1011,1013,1012,0.0,0.2,0.1,0.1,Partly cloudy,Light rain shower,Patchy rain possible,52,6.77,6.72,1709.0
2018-09-11,24,27,22,24,74,70,91,78,9,15,12,12,1014,1011,1012,1012,0.0,0.1,0.1,0.06666666666666667,Partly cloudy,Patchy rain possible,Patchy rain possible,51,7.17,6.55,1709.0
2018-09-12,24,26,22,24,77,69,92,79,12,18,13,14,1012,1009,1010,1010,0.0,0.2,0.1,0.1,Partly cloudy,Patchy rain possible,Patchy rain possible,51,6.67,7.9,1710.0
2018-09-13,24,27,22,24,76,68,91,78,12,17,11,13,1010,1008,1010,1009,0.0,0.1,0.1,0.06666666666666667,Sunny,Patchy rain possible,Patchy rain possible,53,6.98,7.99,1708.0
2018-09-14,24,27,23,24,76,69,87,77,8,13,10,10,1010,1009,1011,1010,0.0,0.3,0.4,0.23333333333333334,Sunny,Patchy rain possible,Light rain shower,50,7.23,8.13,1708.0
2018-09-15,25,27,23,25,75,70,89,78,8,13,10,10,1012,1009,1010,1010,0.0,0.4,0.8,0.4,Partly cloudy,Patchy rain possible,Light rain shower,55,6.72,7.53,1634.0
2018-09-16,24,27,22,24,76,68,91,78,9,13,10,10,1011,1008,1009,1009,0.0,0.3,0.3,0.19999999999999998,Sunny,Patchy rain possible,Patchy rain possible,53,6.87,7.49,1707.0
2018-09-17,24,27,22,24,79,65,90,78,11,14,12,12,1010,1007,1009,1008,0.0,0.1,0.8,0.30000000000000004,Sunny,Patchy rain possible,Patchy rain possible,55,7.08,8.13,1707.0
2018-09-18,24,27,23,24,75,64,83,74,10,10,10,10,1010,1008,1009,1009,0.0,0.0,1.0,0.3333333333333333,Partly cloudy,Patchy rain possible,Patchy rain possible,55,6.88,7.75,1710.0
2018-09-19,25,27,23,25,74,68,82,74,11,13,8,10,1010,1007,1008,1008,0.0,0.2,2.0,0.7333333333333334,Sunny,Patchy rain possible,Moderate or heavy rain shower,52,7.26,7.91,1709.0
2018-09-20,25,29,24,26,75,61,80,72,9,12,12,11,1008,1005,1006,1006,0.0,0.3,0.7,0.3333333333333333,Sunny,Patchy rain possible,Patchy rain possible,55,6.5,8.36,1707.0
2018-09-21,27,29,24,26,70,59,84,71,13,18,12,14,1006,1004,1005,1005,0.0,0.2,0.1,0.1,Sunny,Patchy rain possible,Clear,55,6.5,6.96,1707.0
2018-09-22,23,25,23,23,86,82,89,85,25,21,19,21,1007,1007,1009,1007,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,51,6.67,7.08,1707.0
2018-09-23,25,28,23,25,76,68,90,78,18,19,12,16,1011,1009,1012,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,52,7.0,6.83,1707.0
2018-09-24,25,28,23,25,75,62,89,75,10,16,11,12,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,54,6.97,6.82,1708.0
2018-09-25,26,29,23,26,61,61,89,70,8,13,8,9,1012,1009,1010,1010,0.0,0.0,0.1,0.03333333333333333,Sunny,Sunny,Clear,55,6.89,6.7,1708.0
2018-09-26,27,31,25,27,60,48,77,61,4,8,8,6,1011,1008,1009,1009,0.0,0.0,0.3,0.09999999999999999,Sunny,Sunny,Clear,51,7.19,7.53,1708.0
2018-09-27,27,31,26,28,62,48,68,59,8,6,6,6,1010,1008,1009,1009,0.0,0.0,0.6,0.19999999999999998,Sunny,Sunny,Light rain shower,51,6.75,6.74,1710.0
2018-09-28,28,31,26,28,61,50,61,57,11,8,9,9,1011,1008,1010,1009,0.2,0.0,0.0,0.06666666666666667,Patchy rain possible,Sunny,Clear,54,7.42,7.54,1709.0
2018-09-29,28,32,26,28,56,45,60,53,10,9,9,9,1012,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,54,6.71,6.87,1709.0
2018-10-01,28,32,28,29,53,44,64,53,12,3,5,6,1010,1008,1009,1009,0.0,0.0,1.5,0.5,Sunny,Sunny,Moderate or heavy rain shower,55,7.04,6.78,1710.0
2018-10-02,28,32,26,28,56,49,73,59,10,3,9,7,1011,1009,1010,1010,0.1,0.0,1.1,0.4,Sunny,Sunny,Patchy rain possible,55,6.78,7.54,1708.0
2018-10-03,28,32,26,28,58,45,68,57,9,4,8,7,1011,1009,1010,1010,0.4,0.0,1.7,0.7,Patchy rain possible,Sunny,Moderate or heavy rain shower,53,6.79,8.31,1709.0
2018-10-04,28,32,27,29,61,42,51,51,12,8,8,9,1011,1008,1010,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,52,7.29,7.04,1707.0
2018-10-05,28,32,27,29,64,40,52,52,15,11,5,10,1012,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,50,7.24,7.13,1710.0
2018-10-06,28,32,27,29,58,39,48,48,16,15,9,13,1012,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,53,6.63,7.26,1708.0
2018-10-07,28,32,27,29,55,36,45,45,17,14,10,13,1011,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,53,7.14,7.99,1707.0
2018-10-08,28,32,26,28,50,31,40,40,15,12,8,11,1011,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,52,7.44,7.09,1708.0
2018-10-09,28,32,25,28,42,33,58,44,8,8,9,8,1011,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,50,7.31,8.06,1710.0
2018-10-10,29,32,25,28,41,32,56,43,4,11,10,8,1011,1007,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,55,6.78,7.54,1708.0
2018-10-11,28,31,25,28,50,39,67,52,7,15,10,10,1010,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,54,7.14,6.99,1710.0
2018-10-12,29,31,25,28,40,40,46,42,8,11,9,9,1011,1008,1010,1009,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,54,7.49,6.82,1710.0
2018-10-13,28,31,25,28,44,33,47,41,9,10,9,9,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,55,6.91,6.94,1710.0
2018-10-14,28,31,25,28,46,34,52,44,6,11,8,8,1013,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,50,6.76,7.25,1710.0
2018-10-15,28,32,26,28,41,31,46,39,9,5,4,6,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,53,6.71,7.67,1626.4
2018-10-16,28,32,26,28,46,35,52,44,10,4,5,6,1014,1011,1013,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,50,6.83,7.49,1709.0
2018-10-17,27,31,25,27,44,38,65,49,8,2,10,6,1014,1010,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,54,6.96,7.55,1709.0
2018-10-18,28,31,25,28,50,40,67,52,4,4,9,5,1013,1010,1011,1011,0.0,0.0,0.4,0.13333333333333333,Sunny,Partly cloudy,Patchy rain possible,50,6.83,7.94,1710.0
2018-10-19,28,32,28,29,48,35,47,43,8,6,5,6,1013,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,52,7.34,7.36,1709.0
2018-10-20,28,32,27,29,46,38,54,46,10,4,4,6,1014,1011,1013,1012,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Partly cloudy,54,7.25,6.87,1710.0
2018-10-21,28,32,26,28,43,35,53,43,8,3,9,6,1015,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Partly cloudy,54,7.14,7.32,1709.0
2018-10-22,29,32,25,28,35,34,35,34,7,8,11,8,1015,1011,1013,1013,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,54,7.03,6.98,1707.0
2018-10-23,29,31,24,28,30,24,34,29,6,10,9,8,1014,1011,1013,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,53,7.13,7.32,1707.0
2018-10-24,27,32,25,28,32,22,29,27,10,7,8,8,1014,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,50,6.57,6.76,1708.0
2018-10-25,27,31,26,28,40,35,47,40,15,10,9,11,1015,1012,1014,1013,0.0,0.0,0.0,0.0,Sunny,Partly cloudy,Clear,52,7.21,6.97,1710.0
2018-10-26,28,31,26,28,45,28,35,36,8,8,8,8,1016,1014,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,55,6.79,6.88,1707.0
2018-10-27,28,31,25,28,34,28,32,31,8,12,9,9,1016,1013,1014,1014,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,55,7.5,8.33,1710.0
2018-10-28,27,31,24,27,33,24,29,28,11,16,10,12,1016,1012,1013,1013,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,52,6.73,7.68,1710.0
2018-10-29,26,30,23,26,33,24,33,30,12,14,11,12,1015,1011,1012,1012,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,54,7.31,7.94,1710.0
